timestamp,queue,policy,payload_size,capacity,producers,consumers,push_ops,pop_ops,warmup_ops,throughput,push_avg_ns,push_p50_ns,push_p95_ns,push_p999_ns,push_min_ns,push_max_ns,pop_avg_ns,pop_p50_ns,pop_p95_ns,pop_p999_ns,pop_min_ns,pop_max_ns
2026-05-02 20:48:36,MPMC,Try,16,256,8,8,5000000,5000000,200000,8.09246e+06,1822.28,687,3437,17089,0,40001736,1675.54,491,2652,15322,0,26487861
2026-05-02 20:48:36,MPMC,Blocking,16,256,8,8,5000000,5000000,200000,270203,59126.9,98,196,17105424,0,49987806,59114.3,98,107,17041805,0,53001748
2026-05-02 20:48:36,Mutex,Baseline,16,256,8,8,5000000,5000000,200000,2.94211e+06,2033.95,98,10706,145359,0,1596003,2095.14,98,10902,149386,0,1575477
2026-05-02 20:48:36,MPMC,Try,16,1024,2,2,100000,100000,200000,1.72056e+07,176.716,98,491,2160,0,106072,198.772,99,491,1375,0,108430
2026-05-02 20:48:36,MPMC,Blocking,16,1024,2,2,100000,100000,200000,3.71832e+07,83.1329,98,99,294,0,39581,77.6273,98,99,197,0,34670
2026-05-02 20:48:36,Mutex,Baseline,16,1024,2,2,100000,100000,200000,7.57298e+06,305.769,98,589,27893,0,288164,322.719,98,589,27795,0,286102
2026-05-02 20:48:36,MPMC,Try,16,1024,2,4,100000,100000,200000,1.79263e+07,166.738,98,491,2554,0,28482,357.283,197,1178,5107,0,137109
2026-05-02 20:48:36,MPMC,Blocking,16,1024,2,4,100000,100000,200000,3.6299e+07,86.3503,98,196,197,0,15518,175.726,196,295,393,0,38894
2026-05-02 20:48:36,Mutex,Baseline,16,1024,2,4,100000,100000,200000,3.85598e+06,300.962,0,590,27795,0,116287,1134.53,98,1768,129743,0,311638
2026-05-02 20:48:36,MPMC,Try,16,1024,2,8,100000,100000,200000,1.35919e+07,256.985,196,687,1768,0,36438,955.163,589,3045,11688,0,65608
2026-05-02 20:48:36,MPMC,Blocking,16,1024,2,8,100000,100000,200000,3.33738e+07,67.5123,98,99,197,0,137502,324.902,295,491,1179,0,240334
2026-05-02 20:48:36,Mutex,Baseline,16,1024,2,8,100000,100000,200000,424609,290.701,0,491,32509,0,119528,23413.8,98,140547,1126336,0,4302432
2026-05-02 20:48:36,MPMC,Try,16,1024,4,2,100000,100000,200000,1.62937e+07,407.009,197,1277,4715,0,128957,183.527,98,589,2455,0,49403
2026-05-02 20:48:36,MPMC,Blocking,16,1024,4,2,100000,100000,200000,3.00123e+07,230.323,197,295,590,0,103421,83.1312,98,99,295,0,38304
2026-05-02 20:48:36,Mutex,Baseline,16,1024,4,2,100000,100000,200000,2.09446e+06,1797.06,98,4027,146734,0,419086,324.149,0,590,29170,0,343460
2026-05-02 20:48:36,MPMC,Try,16,1024,4,4,100000,100000,200000,1.32445e+07,493.141,294,1670,7268,0,64528,537.713,392,1571,5107,0,166967
2026-05-02 20:48:36,MPMC,Blocking,16,1024,4,4,100000,100000,200000,4.61723e+07,115.785,98,197,393,0,105189,113.74,98,197,393,0,48519
2026-05-02 20:48:36,Mutex,Baseline,16,1024,4,4,100000,100000,200000,4.78868e+06,948.913,98,5402,57161,0,324701,923.654,98,5009,41349,0,337764
2026-05-02 20:48:36,MPMC,Try,16,1024,4,8,100000,100000,200000,1.0784e+07,658.657,393,2062,11196,0,1049630,1313.71,884,3928,13456,0,259584
2026-05-02 20:48:36,MPMC,Blocking,16,1024,4,8,100000,100000,200000,4.87383e+07,107.811,98,197,393,0,108136,227.668,197,295,491,0,82795
2026-05-02 20:48:36,Mutex,Baseline,16,1024,4,8,100000,100000,200000,1.35688e+06,603.892,98,2062,37715,0,555115,4790.1,98,10509,378228,0,3801041
2026-05-02 20:48:36,MPMC,Try,16,1024,8,2,100000,100000,200000,1.16772e+07,1122.42,589,3830,15910,0,1049630,265.121,196,884,3831,0,111769
2026-05-02 20:48:36,MPMC,Blocking,16,1024,8,2,100000,100000,200000,2.59066e+07,489.064,393,491,1179,0,1081158,80.535,98,99,197,0,448060
2026-05-02 20:48:36,Mutex,Baseline,16,1024,8,2,100000,100000,200000,400089,25415.8,90,154223,1149966,0,2777095,299.234,0,540,32051,0,303315
